scenario_name,batch_number,sim,ir100.B_ly,ir100.H_ly,ir100.W_ly,prepElig.B_ly,prepElig.H_ly,prepElig.W_ly,i.prev.B_ly,i.prev.H_ly,i.prev.W_ly,i.prev.dx.B_ly,i.prev.dx.H_ly,i.prev.dx.W_ly,incid.B_cml,incid.H_cml,incid.W_cml
0_no_doxy,2,3,1.555825430866212,0.6718743949158302,0.27322051588776164,23339.78846153846,3016.326923076923,30417.653846153848,0.2953369499170895,0.10240184008559171,0.0608170615764766,0.26323746651956853,0.08878388481028433,0.05536894221828922,652,33,135
0_no_doxy,2,4,1.6464529317975507,0.49988861135388474,0.24808522037832675,23489.48076923077,3087.5384615384614,30923.75,0.29434844039108515,0.09644985581183153,0.05921568408499589,0.26275240894331486,0.08387875108538628,0.05401740303773888,690,26,127
0_no_doxy,2,5,1.5612577906500487,0.48931773970286685,0.2905110110427801,23627.75,3003.5,31007.96153846154,0.28919575937189296,0.10193656526295633,0.058934733277155635,0.25797665971408773,0.0888011306539541,0.053986101210986105,662,24,146
0_no_doxy,2,6,1.6426799112736934,0.4665784477215205,0.22587066792251756,23753.846153846152,3016.5576923076924,30991.596153846152,0.2869776097659414,0.09348527225208961,0.059320011080399596,0.257686069669404,0.08179621677839662,0.05474998208082097,697,23,117
0_no_doxy,2,7,1.605359928347751,0.6919838876060763,0.2668546810659533,23500.76923076923,3046.4423076923076,30782.69230769231,0.2960619362825423,0.10487570269256323,0.05957112472520655,0.26475299003411473,0.09115939147904435,0.054708005093190654,673,34,135
0_no_doxy,2,8,1.7489441549158329,0.5735993369874945,0.2907910013709528,23765.653846153848,3033.7115384615386,31067.115384615383,0.29553279323748105,0.1049163158917063,0.057294977055224766,0.2627546131262017,0.0906710047289689,0.05166117122175398,735,30,149
0_no_doxy,3,1,1.4785047679271608,0.37567858808512533,0.3108287823614474,23316.94230769231,3072.480769230769,30885.653846153848,0.2935145245736443,0.09897721721682291,0.06004018319937086,0.26406696594335466,0.08466312162609922,0.054824857066067434,621,19,156
0_no_doxy,3,2,1.8426552412621784,0.451093688443336,0.3057832244397353,23385.865384615383,3037.096153846154,30988.46153846154,0.29704774266943057,0.10353405294520042,0.06004905651340496,0.26371482947043834,0.09216422447641136,0.05459898946220654,759,22,156
0_no_doxy,3,3,1.7395249466495453,0.634060114173831,0.2536760853301816,23553.44230769231,2964.923076923077,31020.865384615383,0.29461470468171985,0.10042913328417236,0.05755229344069243,0.2639594581285137,0.08465313256792258,0.0524789115134173,733,31,130
0_no_doxy,3,4,1.6639302569278926,0.4036584136035573,0.25574385828923046,23236.173076923078,3017.7884615384614,30698.173076923078,0.29762627422209625,0.10598858455500437,0.0592633661108456,0.2663626446094075,0.09127200131042966,0.054210796415916966,698,20,130
0_no_doxy,3,5,1.778859137376034,0.7032842063151098,0.3266739685982589,23396.403846153848,3098.923076923077,31142.80769230769,0.2963905552731036,0.10620606907571337,0.05975367442411549,0.2639419256271582,0.09301105646816474,0.05442087516543945,742,35,163
0_no_doxy,3,6,1.654283291426465,0.3500661399714644,0.2767444818082656,23462.403846153848,2980.153846153846,30680.51923076923,0.29598976530947035,0.10545862666817807,0.06000475000367253,0.26428267910600234,0.09260612730089207,0.054559217350648746,688,17,139
0_no_doxy,3,7,1.7675520916602874,0.2898372699688859,0.28456352536847135,23392.71153846154,2925.9615384615386,30935.80769230769,0.29188478886822816,0.10492510136452389,0.05863358467945982,0.26161186132796854,0.0933592864899947,0.05350188145859187,734,14,143
0_no_doxy,3,8,1.720742969443957,0.5143403406623331,0.31789732487759526,23611.384615384617,3187.8653846153848,31251.78846153846,0.2932310939412181,0.096875858420998745,0.06070896781031257,0.2612332924762721,0.0842734310193693,0.055538616567490734,723,27,160
